name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kuala Lumpur,2024-08-14T03:00:00,82.2,90.3,76.8,83.77,0,0,,0,0,8.1,2,0,1008.9,30.1,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T04:00:00,82.2,90.3,76.8,83.77,0,0,,0,0,7.8,0,0,1008,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T05:00:00,81.8,89.5,76.6,84.34,0,0,,0,0,6.9,2,150,1008.3,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T06:00:00,80.6,87,76.8,88.22,0,0,,0,0,6.3,0.3,0,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T07:00:00,80.4,85.8,75.2,84.25,0,0,,0,0,6.7,3,360,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T08:00:00,80.5,86.6,76.6,88.14,0,0,,0,0,8.5,3.1,328,1010.1,57.3,5.1,37.7,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T09:00:00,82.6,91.1,76.8,82.65,0,0,,0,0,8.9,3.2,71,1010,27.5,5.7,200.4,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T10:00:00,86,95.2,75.2,70.29,0,0,,0,0,11.6,2.5,109.9,1010.9,27.5,5.7,443.5,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T11:00:00,88.4,92.6,68.7,52.37,0,0,,0,0,14.3,5.7,140,1010.9,57.3,6.2,621.5,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T12:00:00,89.6,93.9,68.6,50.21,0,0,,0,0,15.9,6.9,130,1010,27.5,6.2,718,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T13:00:00,91.2,96,68.8,48.11,0,0,,0,0,16.1,6.8,160,1009,30.1,6.2,755.8,2.7,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T14:00:00,94,101,70.7,46.96,0,0,,0,0,15.9,7.5,141,1008.2,58.7,6.8,802.8,2.9,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T15:00:00,92.8,99.4,70.6,48.69,0,0,,0,0,13.4,6.7,140,1007,30.1,6.1,556.4,2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T16:00:00,91,100.7,74,57.75,0,0,,0,0,13,10.5,170,1007,30.1,6.1,513.9,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T17:00:00,90.9,100.9,74.2,58.2,0,0,,0,0,12.3,10.6,179,1006.3,57.3,6.4,328.1,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T18:00:00,89.2,99.9,75.4,63.99,0,0,,0,0,11.2,9.9,170,1006,27.5,6.1,249.1,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T19:00:00,87.2,96.9,75.2,67.72,0,0,,0,0,10.3,11,167,1007,27.5,6.1,94.2,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T20:00:00,83.8,90.7,73.8,71.82,0,0,,0,0,6.3,12.9,149,1008.1,57.3,6.2,4.9,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T21:00:00,82.2,89.1,75.2,79.46,0,0,,0,0,6.5,6.7,160,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T22:00:00,82.2,89.1,75.2,79.46,0,0,,0,0,6.5,6.7,148,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T23:00:00,82.1,88.8,74.9,78.68,0,0,,0,0,6.5,3.5,149,1010.1,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T00:00:00,82,87.7,73.6,75.85,0,0,,0,0,6.9,3.1,140,1010,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T01:00:00,80.2,84.7,73.6,80.43,0,0,,0,0,7.8,0.3,0,1009.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T02:00:00,80.2,85.2,74.9,83.85,0,0,,0,0,7.8,0.3,16,1009.1,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T03:00:00,80.4,85.7,75,83.66,0,0,,0,0,8.7,0.5,0,1008,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T04:00:00,78.6,78.6,75,88.75,0,0,,0,0,8.5,0.1,0,1008,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T05:00:00,78.7,78.7,74.7,87.56,0,0,,0,0,7.2,1.2,343,1008.3,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T06:00:00,78.6,78.6,75,88.75,0,0,,0,0,6.7,2,0,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T07:00:00,78.6,78.6,75,88.75,0,0,,0,0,6.7,0.4,4,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T08:00:00,79,79,74.7,86.6,0,0,,0,0,7.4,2.4,359,1009.9,57.3,6.5,29.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T09:00:00,84,91.9,75,74.45,0,0,,0,0,7.8,3.5,32,1009.9,27.5,6.2,176.1,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T10:00:00,87.6,95.6,73.4,62.91,0,0,,0,0,7.8,3.2,71.7,1010,27.5,6.2,388.7,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T11:00:00,91,98.8,72.2,54.31,0,0,,0,0,10.5,5.5,167,1009.3,57.3,6.5,623,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T12:00:00,91.2,98.6,71.8,53.24,0,0,,0,0,11.6,6.8,192,1009,27.5,6.2,716.9,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T13:00:00,93,101.1,72,50.69,0,0,,0,0,12.1,6.7,170,1008,27.5,6.2,750,2.7,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T14:00:00,93.1,101.3,72.1,50.71,0,0,,0,0,15.4,5.5,205,1007,57.3,6.8,674.8,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T15:00:00,93.2,103.3,73.8,53.51,0,0,,0,0,10.1,4.5,270,1006,27.5,6.2,737.3,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T16:00:00,91.4,102.9,75.4,59.69,0,0,,0,0,10.5,4.8,230,1005,27.5,6.2,722.2,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T17:00:00,86.7,98.1,76.9,72.77,0,0,,0,0,8.9,8.7,320,1005.3,57.3,6.5,562.9,2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T18:00:00,79.8,79.8,75.2,85.76,0,0,,0,0,8.9,7.5,260,1005.9,27.5,5.1,296.6,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T19:00:00,81.2,88.5,77,87.04,0,0,,0,0,9.4,2.4,209.7,1005.9,27.5,6.2,120,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T20:00:00,81.3,88.5,76.9,86.5,0.661,100,rain,0,0,8.1,1.2,45,1007.8,57.3,6.2,4.9,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T21:00:00,81,88,77,87.63,0,0,,0,0,5.6,1.4,157,1007.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T22:00:00,82.6,92.9,78.8,88.31,0,0,,0,0,4.7,2,0,1008.9,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-15T23:00:00,80.9,87.6,76.8,87.43,0,0,,0,0,4,0.7,6,1009.4,57.3,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T00:00:00,80.6,87.1,77,88.84,0,0,,0,0,3.4,3.5,50,1009,30.1,6,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T01:00:00,80.6,87.1,77,88.84,0,0,,0,0,3.4,1.2,42.6,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T02:00:00,80,85.8,77.2,91.23,0.14,100,rain,0,0,3.4,0.3,344,1008.3,58.7,4.9,0,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T03:00:00,80.4,87.5,78.6,94.27,0,0,,0,0,6.3,2,0,1008,30.1,5.5,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T04:00:00,78.8,78.8,77,94.23,0,0,,0,0,6.9,0,0,1008.9,30.1,5.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T05:00:00,80,85.7,76.8,90.04,0,0,,0,0,7.4,1,334,1008.4,57.3,5.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T06:00:00,78.8,78.8,76.8,93.58,0,0,,0,0,6.7,2.5,250,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T07:00:00,78.6,78.6,76.8,94.23,0,0,,0,0,5.8,1.2,95.1,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T08:00:00,79.7,79.7,76.8,91.04,0,0,,0,0,5.8,1.2,264,1009.2,58.7,6,28.9,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T09:00:00,80.2,86.1,76.8,89.44,0,0,,0,0,6,4.5,190,1010,30.1,6,200.7,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T10:00:00,80.8,87.4,76.8,87.62,0,0,,0,0,9.8,4.5,130,1010,27.5,6.1,376,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T11:00:00,84.3,92.3,74.9,73.45,0,0,,0,0,12.3,8.5,151,1010,57.3,6.5,519.4,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T12:00:00,86,95.2,75.2,70.29,0,0,,0,0,13.2,5.5,181,1009,27.5,6.2,511.6,1.8,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T13:00:00,89.6,98.4,73.6,59.46,0,0,,0,0,13.9,6.7,170,1008,27.5,6.2,467,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T14:00:00,89.8,98.9,73.8,59.51,0.021,100,rain,0,0,13.6,4.5,151,1007.2,58.7,6.8,691,2.5,7,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T15:00:00,91.4,99.1,72,53.27,0,0,,0,0,15.4,7.7,160,1006,30.1,6.2,755.4,2.7,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T16:00:00,91.4,100.8,73.6,56.2,0,0,,0,0,16.6,7.5,190,1005,30.1,6.2,581.8,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T17:00:00,92.4,101.9,73.5,54.19,0,0,,0,0,12.5,6.8,170,1005.3,57.3,6.8,461.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T18:00:00,91,100.5,73.8,57.34,0,0,,0,0,11.2,11.9,160,1006,27.5,6.2,232.1,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T19:00:00,87.4,95.7,73.8,64.23,0,0,,0,0,9.2,11.9,170,1007,27.5,6.2,95.9,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T20:00:00,82.6,91.5,77.2,83.77,0.104,100,rain,0,0,8.5,2.4,122,1008.2,57.3,6.2,4.7,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T21:00:00,80.8,87.6,77,88.23,0,0,,0,0,8.7,3.5,130,1008,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T22:00:00,80.8,87.6,77,88.23,0,0,,0,0,9.8,2.7,120,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-16T23:00:00,80.6,87,76.9,88.55,0,0,,0,0,9.4,2.1,63,1010,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T00:00:00,80.6,87,76.8,88.22,0,0,,0,0,7.4,0.3,0,1010,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T01:00:00,80.6,87.9,78.4,92.98,0,0,,0,0,7.2,0.3,0,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T02:00:00,80.1,85.9,77,90.43,0,0,,0,0,6.9,2,342,1009.4,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T03:00:00,80.6,87.1,77,88.84,0,0,,0,0,7.4,2.1,43.7,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T04:00:00,78.8,78.8,77,94.23,0,0,,0,0,7.6,0,0,1008,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T05:00:00,78.9,78.9,76.7,92.91,0,0,,0,0,8.9,0.3,2,1008.2,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T06:00:00,78.8,78.8,77,94.23,0,0,,0,0,8.9,0,0,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T07:00:00,78.8,78.8,77,94.23,0,0,,0,0,8.5,0,0,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T08:00:00,78.9,78.9,76.8,93.21,0,0,,0,0,8.3,4.2,322,1010,57.3,6.4,16.3,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T09:00:00,80.8,87.4,76.8,87.62,0,0,,0,0,8.3,5.1,322,1010.9,27.5,6.2,101.3,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T10:00:00,83,91.9,76.8,81.53,0,0,,0,0,9.6,5.4,340,1010.9,27.5,6.2,307,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T11:00:00,86.3,96,75.6,70.64,0,0,,0,0,11.9,3.5,320,1011.1,58.7,6.5,525.3,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T12:00:00,89.4,102.5,77.2,67.49,0,0,,0,0,13,3.2,190,1010,30.1,6.2,673.1,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T13:00:00,91,102.4,75.4,60.48,0,0,,0,0,13,5.7,181,1009,30.1,6.2,539,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T14:00:00,91.1,100.9,74,57.42,0,0,,0,0,13,3.5,168,1008,58.7,6.8,544.5,2,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T15:00:00,92.6,106.4,76.8,60.25,0,0,,0,0,11.4,4.5,150,1007,30.1,6.1,315.2,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T16:00:00,82.8,93.1,78.6,87.12,0,0,,0,0,11.9,9.4,270,1006,41.2,5.1,433.5,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T17:00:00,81.5,89.1,77.2,87.07,0,0,,0,0,11,6.5,10,1007,61.7,6.2,414.6,1.5,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T18:00:00,81.4,88.9,77,86.45,0,0,,0,0,11.9,4.5,330,1007.8,27.5,5.1,325.1,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T19:00:00,79.6,79.6,75.2,86.35,0,0,,0,0,10.1,4.7,30,1007.9,27.5,5.6,113.8,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T20:00:00,79.3,79.3,76.5,91.01,0,0,,0,0,6.7,1.8,44,1008.2,61.7,5.6,5.6,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T21:00:00,79.2,79.2,76.8,92.3,0,0,,0,0,5.6,3.5,50,1008.9,27.5,5.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T22:00:00,79,79,76.8,92.94,0,0,,0,0,4.3,1.4,93.4,1009.9,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-17T23:00:00,79.2,79.2,76.6,91.74,0,0,,0,0,4.9,4.5,99,1010.8,57.3,5.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T00:00:00,79,79,76.8,92.94,0,0,,0,0,6,2.4,50.5,1010,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T01:00:00,79,79,77,93.59,0,0,,0,0,6.5,2.2,36.3,1010,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T02:00:00,78.9,78.9,76.5,92.51,0.07,100,rain,0,0,6.5,5.4,171,1010,57.3,5.1,0,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T03:00:00,79,79,77,93.59,0,0,,0,0,7.6,4.4,330,1009,47.4,4.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T04:00:00,79,79,77,93.59,0,0,,0,0,6.7,3.1,69.6,1009,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T05:00:00,78.7,78.7,75.6,90.34,0,0,,0,0,8.5,1.4,355,1009.3,57.3,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T06:00:00,79,79,75.4,88.77,0,0,,0,0,8.9,2.4,60,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T07:00:00,78.8,78.8,77,94.23,0,0,,0,0,8.5,2,0,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T08:00:00,78.8,78.8,76.8,93.65,0.439,100,rain,0,0,9.2,0.1,16,1010.2,57.3,6.5,31.3,0.1,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T09:00:00,81,87.9,76.8,87.03,0,0,,0,0,9.2,2.4,130,1010.9,27.5,6.2,215.3,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T10:00:00,86,95.2,75.2,70.29,0,0,,0,0,10.5,4.7,160,1010.9,27.5,6.2,444.4,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T11:00:00,88.2,96.6,73.6,62.16,0,0,,0,0,15.4,6.9,140,1011.1,57.3,6.8,622,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T12:00:00,89.6,98.4,73.6,59.46,0,0,,0,0,16.1,8.7,140,1010.9,30.1,6.2,626.5,2.3,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T13:00:00,91.4,102.7,75.2,59.27,0,0,,0,0,16.3,8.8,180,1009.9,50,6.2,796.1,2.9,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T14:00:00,91.4,99.4,72.3,53.65,0,0,,0,0,15.4,7.7,179,1009,58.7,6.8,573.8,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T15:00:00,88,100.2,77,70.01,0,0,,0,0,14.8,6.5,40,1008,50,6.2,794,2.9,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T16:00:00,91.4,100.8,73.6,56.2,0,0,,0,0,15,4.7,165,1007,27.5,6.2,712.3,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T17:00:00,89.7,100.4,75.2,62.54,0,0,,0,0,13.2,5.5,198,1006.3,57.3,6.5,461.3,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T18:00:00,91,102.4,75.4,60.48,0,0,,0,0,11.2,4.5,200,1006.9,27.5,6.2,295.4,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T19:00:00,89.2,99.9,75.4,63.99,0,0,,0,0,8.3,4.4,260,1007,27.5,6.2,106,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T20:00:00,82.7,91.6,77.2,83.52,0.174,100,rain,0,0,4.7,2.2,57,1008.8,61.7,5.1,5.3,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T21:00:00,81,89.1,78.6,92.36,0,0,,0,0,5.4,0,0,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T22:00:00,80.8,87.4,76.8,87.62,0,0,,0,0,5.6,4.5,350,1009.9,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-18T23:00:00,80.8,87.4,76.8,87.91,0,0,,0,0,3.6,3,322,1011,61.7,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-19T00:00:00,79,79,76.8,92.94,0,0,,0,0,3.4,3.2,330,1010.9,27.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
